BN_1,BN_2,BN_3
-2.24125919575615e-17,-0.5,-0.866025403784439
8.36449319149292e-17,-0.866025403784439,0.5
-1,-6.12323399573677e-17,6.12323399573677e-17
-1.41340867850867e-06,-0.547796341149072,-0.836611719151538
-7.25469984772362e-05,-0.836611716894631,0.54779633979386
-0.999999997367468,6.14679292160445e-05,-3.85585060659764e-05
-9.26801223378069e-06,-0.593868620434809,-0.804562030906853
-0.000197877406172667,-0.804562014100792,0.593868610309223
-0.999999980379318,0.000164708629326466,-0.000110056491629459
-2.09233091049968e-05,-0.638075785018359,-0.769973565867959
-0.000191800975176967,-0.769973549313086,0.638075776511375
-0.9999999813873,0.000161032337498319,-0.000106273163228381
-2.98974237813022e-05,-0.680277367153933,-0.732954775442698
-0.000139370318476479,-0.732954765817199,0.680277363905171
-0.999999989841029,0.000122490681119805,-7.28970140664225e-05
-3.81358924783698e-05,-0.7203384430285,-0.693622754846559
-0.000154463041058382,-0.693622742833213,0.720338439044939
-0.999999987343411,0.000134609829320346,-8.48137441602027e-05
-4.5212587719324e-05,-0.758133176896806,-0.652099750072164
-7.57472704751171e-05,-0.652099746271506,0.75813317773
-0.999999996109087,8.36719389465199e-05,-2.79434018265127e-05
-4.71446412208903e-05,-0.793538149968994,-0.608520502794416
-3.09027377373799e-05,-0.608520502024003,0.793538151358506
-0.999999998411202,5.62160209465598e-05,4.16597941038022e-06
-5.36573006813367e-05,-0.826438943864683,-0.563026348570581
-0.000219072565039973,-0.563026326155825,0.826438931841116
-0.999999974564052,0.000167688108627009,-0.000150839626407311
-6.78965668936612e-05,-0.856736765260804,-0.515753924309366
-0.000215990421874237,-0.515753900903671,0.85673675481491
-0.999999974369097,0.000169567392078422,-0.000150029016130477
-7.17248190122975e-05,-0.8843365676858,-0.466849900834571
8.67403437568865e-05,-0.466849905780993,0.884336563729212
-0.999999993665831,2.29341590981758e-05,0.000110192382875901
-6.22541490938682e-05,-0.909146454207882,-0.41647655507322
0.000203455606706538,-0.416476558775619,0.909146431877854
-0.999999977365118,-2.81363526731888e-05,0.000210898337210081
-5.08749943135744e-05,-0.931087454033118,-0.364796039388947
0.000206981610604684,-0.364796041851383,0.931087431452158
-0.999999977285174,-2.81370039943648e-05,0.000211276977404393
-4.15423269942537e-05,-0.950090133708434,-0.311975537669424
4.89483013640736e-05,-0.311975539496824,0.950090132755693
-0.999999997939149,2.41982823328891e-05,5.94654880637792e-05
-5.60889361136471e-05,-0.966094990246031,-0.258186883236837
-0.000612641013595463,-0.258186801993116,0.966094819335844
-0.999999810762492,0.000212363104444723,-0.000577387991011449
-0.00010054416022289,-0.979056695087848,-0.203587764108092
-0.000764269095540113,-0.203587630445132,0.979056429743703
-0.999999702891767,0.000254034242877327,-0.000727793227502408
-0.000120082203895188,-0.988936745688457,-0.14833778550116
0.000135790092224089,-0.148337801328636,0.988936741282291
-0.999999983570658,9.86109018325837e-05,0.000152100542005335
-9.88872979211744e-05,-0.99570147351271,-0.0926205477522113
0.000376848920314783,-0.0926205787336913,0.995701404227154
-0.999999924103094,6.35582679809577e-05,0.000384388024011973
-9.71755909978584e-05,-0.999329076361183,-0.0366249600137538
-0.000317614675549338,-0.0366249274956475,0.999329031804268
