TIME,ad_xx,ad_xy,ad_xz,ad_yx,ad_yy,ad_yz,ad_zx,ad_zy,ad_zz,Ub_x,Ub_y,Ub_z
10118.9189189189,-1.53453627943099e-08,-8.75663669521241e-11,2.01784260266856e-10,-1.23201517064935e-10,-1.7630021452983e-11,-1.05932389664638e-11,2.01784260266856e-10,-1.05932389664638e-11,4.96138351574376e-09,-5.16928696721418e-06,-1.13057746765786e-08,4.06942253035762e-08
10897.2972972973,-1.59753280172031e-08,7.31704599845577e-11,4.38661956317469e-10,3.94124440322606e-11,1.38627136297272e-10,-9.92144528222179e-11,4.38661956317469e-10,-9.9214452822218e-11,5.43958519563687e-09,-5.26496955937055e-06,1.23199883393961e-08,6.28152969835555e-08
11675.6756756757,-1.62728047893278e-08,1.82260609284343e-10,-3.22907873102859e-10,1.70503989564831e-10,1.78109298862776e-10,5.7152162305973e-12,-3.22907873102859e-10,5.71521623059727e-12,5.69506178931995e-09,-5.30131508221707e-06,2.6470115605798e-08,-4.75125277090775e-08
12454.0540540541,-1.52062889655416e-08,1.45042861793407e-11,-5.67955829445115e-10,9.3865610545552e-12,-8.38267107264004e-11,7.97512775790876e-11,-5.67955829445115e-10,7.97512775790876e-11,4.8874825596855e-09,-5.15245382290995e-06,2.7720175996929e-09,-8.27122542327502e-08
13232.4324324324,-1.50381795422096e-08,-8.20662052105414e-11,3.92583769156374e-10,-1.07183334370183e-10,-1.24588114544696e-10,1.9205777490533e-11,3.92583769156374e-10,1.9205777490533e-11,4.76331313540726e-09,-5.1223537854853e-06,-1.21760053438851e-08,4.51905651783378e-08
14010.8108108108,-1.612548115478e-08,-4.88721606554006e-11,3.62738535456829e-10,-7.59831567727173e-11,1.39122836747738e-10,-3.74737830270557e-11,3.62738535456829e-10,-3.74737830270557e-11,5.59259832667105e-09,-5.26202400662197e-06,-8.05575833970788e-09,4.66347620712333e-08
14789.1891891892,-1.58843431429261e-08,4.01947727957847e-11,-4.69518241511424e-10,2.83134558060408e-11,9.18136867818377e-11,-6.15322526260691e-11,-4.69518241511425e-10,-6.15322526260691e-11,5.40148207152236e-09,-5.23419492047122e-06,4.38713078349122e-09,-6.08246988435989e-08
15567.5675675676,-1.50988263306841e-08,1.33499682094341e-10,-1.21809263493532e-10,1.15529555070171e-10,-9.88975092747537e-11,9.44772111940193e-12,-1.21809263493532e-10,9.44772111940192e-12,4.8055126584226e-09,-5.12954903569377e-06,1.58872577529544e-08,-1.89957941434531e-08
16345.9459459459,-1.55530336197428e-08,4.3214506396005e-12,3.16328150496023e-10,-2.58782556669617e-11,-2.36236567989324e-11,8.22670523396382e-11,3.16328150496023e-10,8.22670523396382e-11,5.18513835566973e-09,-5.18206803171291e-06,-1.56122901094862e-09,4.20723700117731e-08
17124.3243243243,-1.57287188184982e-08,-1.04251900354679e-10,-9.5935309945929e-11,-1.32656887704365e-10,8.84542656667617e-12,-9.5380312704373e-12,-9.59353099459286e-11,-9.53803127043738e-12,5.33439480438808e-09,-5.21057039555493e-06,-1.69677490673493e-08,-2.9597237346705e-09
17902.7027027027,-1.53509799471623e-08,2.29815010744316e-11,2.06554139626745e-11,-7.15615901745045e-12,-2.35644399576907e-11,-3.89480394648933e-11,2.06554139626749e-11,-3.89480394648934e-11,4.99470698115689e-09,-5.17372187729098e-06,-3.3915546945595e-09,1.03678309654771e-08
18681.0810810811,-1.57742081453677e-08,-2.50714320337251e-11,3.03427044417919e-10,-5.50159682027448e-11,9.652805464261e-11,4.69395086517712e-11,3.03427044417918e-10,4.69395086517713e-11,5.3021997487439e-09,-5.23049917432489e-06,-1.01275923647418e-08,3.86368868514407e-08
19459.4594594595,-1.59582364063557e-08,-1.32088178853364e-10,-1.97597351621043e-10,-1.48711186183589e-10,1.03651956769777e-10,-2.63255161387915e-11,-1.97597351621043e-10,-2.63255161387915e-11,5.48592283979857e-09,-5.24887534708915e-06,-2.17600953146208e-08,-3.00512707964176e-08
20237.8378378378,-1.53326352298871e-08,5.20565402063718e-11,-2.96859412304637e-10,3.93569566605072e-11,-2.424206258374e-11,-7.42719375099275e-11,-2.96859412304638e-10,-7.42719375099273e-11,4.99214838335382e-09,-5.16242234012183e-06,2.92544010307646e-09,-4.28649758144828e-08
21016.2162162162,-1.53266195704336e-08,8.51285507128536e-11,1.97314037664864e-10,6.3445519245077e-11,-2.43118276091862e-11,6.01189021843127e-11,1.97314037664865e-10,6.01189021843124e-11,4.9860745194104e-09,-5.15696247766555e-06,6.89895879273614e-09,2.3222568103584e-08
21794.5945945946,-1.57158092263104e-08,-1.03751714066278e-10,1.10500283280605e-10,-1.26165582785704e-10,5.82585686881443e-12,4.73906805020805e-11,1.10500283280605e-10,4.73906805020803e-11,5.34907993689164e-09,-5.20738041166815e-06,-1.79807283900613e-08,1.54062421185814e-08
22572.972972973,-1.55519137311694e-08,-4.8709984592425e-11,-1.49521874783892e-10,-6.7207373799916e-11,-1.21044411386413e-11,-6.11687500956626e-11,-1.49521874783892e-10,-6.11687500956627e-11,5.20939105748708e-09,-5.18928150457502e-06,-1.17558519967715e-08,-1.94628103366895e-08
23351.3513513513,-1.54300818912504e-08,4.70772543934813e-11,1.73158459243312e-11,2.68336116966669e-11,3.36266770357744e-12,-6.03203875708193e-12,1.73158459243311e-11,-6.0320387570819e-12,5.07490677851508e-09,-5.17070628909717e-06,2.08947997519539e-09,-2.10574258761666e-09
24129.7297297297,-1.55774478951452e-08,-2.56290826098713e-11,3.39795001109333e-11,-4.7137311589502e-11,5.46453628544543e-12,1.66984699503772e-11,3.39795001109331e-11,1.66984699503773e-11,5.22262605751946e-09,-5.18362227711827e-06,-3.82683062661294e-09,2.29201985471163e-09
24908.1081081081,-1.54895382976118e-08,9.76180555523551e-12,-8.73954511927771e-11,-1.20607701804893e-11,-1.54096306350115e-12,-3.68720394408049e-11,-8.7395451192777e-11,-3.6872039440805e-11,5.14481544563134e-09,-5.17265773071233e-06,2.8278858847323e-10,-6.22121679629958e-09
25686.4864864865,-1.53924539586189e-08,5.85414795763613e-11,5.69507909773587e-11,3.35106139874785e-11,6.42659981313297e-12,3.14144006311672e-11,5.69507909773588e-11,3.1414400631167e-11,5.04175611645996e-09,-5.1657941454941e-06,1.53260701466989e-09,1.45605298356383e-08
26464.8648648649,-1.55298204751207e-08,-5.97602387811851e-11,1.38322522859046e-10,-8.57676476840735e-11,-2.16168516956834e-11,7.36553259409817e-11,1.38322522859046e-10,7.36553259409816e-11,5.21169530503566e-09,-5.18655592621526e-06,-1.73059353431723e-08,2.05653704813835e-08
27243.2432432432,-1.55913553145807e-08,-1.10209050795053e-10,-1.8615065182459e-11,-1.32787494528727e-10,-3.02506236409358e-11,-2.29400198280409e-11,-1.8615065182459e-11,-2.29400198280409e-11,5.2896227863954e-09,-5.1927217848169e-06,-2.29505209830788e-08,-4.62561812481383e-09
28021.6216216216,-1.54992222837753e-08,-2.08015410728511e-11,-9.58888028913371e-11,-4.06846540331613e-11,1.16503516774004e-11,-6.06261497798835e-11,-9.58888028913371e-11,-6.06261497798834e-11,5.16157139398195e-09,-5.1773762936053e-06,-8.55926731473537e-09,-1.61287392847559e-08
28800,-1.54384217534504e-08,2.62859367690231e-11,-3.71757330138568e-11,6.29488748339359e-12,1.74053450407358e-11,-4.52849977578472e-12,-3.7175733013857e-11,-4.52849977578427e-12,5.09797491628868e-09,-5.16706687197164e-06,-4.23695519292299e-10,-7.64151309778922e-09
29578.3783783784,-1.54367581002513e-08,1.04760843189039e-11,2.02407950860675e-12,-1.05697473696708e-11,-1.18712123889602e-11,1.81646787692074e-11,2.02407950860699e-12,1.8164678769207e-11,5.12804616865447e-09,-5.16563315481435e-06,-1.6023566740021e-09,-1.39248525914224e-09
30356.7567567568,-1.54411790075563e-08,8.67747056066537e-13,3.71256931076049e-12,-2.10852834803719e-11,-2.04922526697545e-11,5.80032337107126e-12,3.71256931076041e-12,5.80032337107145e-12,5.14397989458426e-09,-5.16545293143048e-06,-2.36479048581081e-09,-3.33867226004445e-10
31135.1351351351,-1.54399788662098e-08,2.62377699826166e-12,2.55201164108607e-12,-2.00780402775666e-11,-1.52467153926224e-11,5.42047084127887e-13,2.55201164108605e-12,5.42047084127932e-13,5.14050232246925e-09,-5.16475997838636e-06,-1.82466815482877e-09,4.17548830912977e-10
31913.5135135135,-1.54360980417193e-08,5.13268269295158e-12,4.27632723515361e-12,-1.82239139597893e-11,-1.22494752248038e-11,2.94695413055689e-12,4.27632723515361e-12,2.94695413055689e-12,5.13657581465361e-09,-5.16403301757348e-06,-1.66712194985361e-09,1.49342301191084e-09
32691.8918918919,-1.54321889872812e-08,5.40478557804479e-12,6.65094806482263e-12,-1.84893843165596e-11,-1.44908424671005e-11,7.45647572129271e-12,6.65094806482263e-12,7.4564757212927e-12,5.13796624821722e-09,-5.16345784896653e-06,-2.12500899106712e-09,2.09215140037598e-09
33470.2702702703,-1.54289504493635e-08,5.16968465495134e-12,6.36741159160731e-12,-1.91098356658516e-11,-2.0265280229996e-11,6.73548714465342e-12,6.36741159160723e-12,6.73548714465383e-12,5.14371557976046e-09,-5.162880222538e-06,-2.43028388185386e-09,1.76149229693997e-09
34248.6486486486,-1.54260510440982e-08,7.20981238224979e-12,5.16501895389153e-12,-1.73080060697556e-11,-2.17888308875302e-11,1.24433438703204e-12,5.1650189538915e-12,1.24433438703225e-12,5.14557094098173e-09,-5.16222021822249e-06,-1.97171281033824e-09,1.15915188234296e-09
35027.027027027,-1.54234693990587e-08,9.86520055446339e-12,5.25986712217999e-12,-1.47602152091356e-11,-1.9446521650747e-11,-2.73383829524608e-12,5.25986712217998e-12,-2.73383829524603e-12,5.14374027407954e-09,-5.16157315817783e-06,-1.12310957549457e-09,9.21461442514793e-10
35805.4054054054,-1.54207420619811e-08,1.18100195081138e-11,6.128423029535e-12,-1.28060437693083e-11,-1.68047877643858e-11,-5.692414708139e-12,6.12842302953502e-12,-5.69241470813921e-12,5.14128046415166e-09,-5.16094529434698e-06,-3.23860267917016e-10,1.06492059572893e-09
36583.7837837838,-1.54175355462549e-08,1.27010457695864e-11,7.61239672259039e-12,-1.18090792743383e-11,-1.22836099029672e-11,-8.55110875266798e-12,7.6123967225904e-12,-8.55110875266757e-12,5.13630679377508e-09,-5.16028688980891e-06,1.5590061362517e-10,1.48362240905334e-09
37362.1621621622,-1.54135252448818e-08,1.14129413690654e-11,8.63227141116072e-12,-1.29229039204025e-11,-5.60270934248399e-12,-7.31040380346815e-12,8.63227141116073e-12,-7.31040380346816e-12,5.12830912236091e-09,-5.15950579110794e-06,5.29953567797161e-11,1.79519960707555e-09
38140.5405405405,-1.54084378896097e-08,9.18291521521489e-12,6.22546389315822e-12,-1.49472464019791e-11,-3.07474517030161e-12,-5.72907961339152e-13,6.22546389315822e-12,-5.72907961339156e-13,5.12343327935192e-09,-5.1585389784383e-06,-3.28062989290822e-10,1.33521544564277e-09
38918.9189189189,-1.54034893858638e-08,1.01695837995604e-11,7.94088912666959e-13,-1.37413261601856e-11,-6.64441052490513e-12,4.42542990398713e-12,7.94088912666959e-13,4.42542990398713e-12,5.12480379579189e-09,-5.15760052155937e-06,-1.2822724565704e-10,1.04639946869529e-10
39697.2972972973,-1.54002511872012e-08,1.45101256720974e-11,-3.77933821421809e-12,-9.1310649041225e-12,-9.05496747486419e-12,5.27116772258785e-12,-3.77933821421824e-12,5.27116772258724e-12,5.12655774452498e-09,-5.15701182055432e-06,9.03199044326424e-10,-1.22036561335344e-09
40475.6756756757,-1.53983803028647e-08,1.98205401397323e-11,-7.41105974047085e-12,-3.43554606985253e-12,-9.54162376150181e-12,7.65499039996058e-12,-7.41105974047072e-12,7.65499039996097e-12,5.12741717052785e-09,-5.15688004875129e-06,2.5829536872138e-09,-2.36003566939608e-09
41254.0540540541,-1.53984156269535e-08,2.88016996372895e-11,-1.13213184973649e-11,6.11705555582824e-12,-1.50298615594388e-11,1.17297579465354e-11,-1.13213184973649e-11,1.17297579465354e-11,5.13466144483723e-09,-5.15739383441902e-06,5.20181777394871e-09,-2.99636159051711e-09
42032.4324324324,-1.54030565744865e-08,4.36491319580849e-11,-6.57952743808935e-12,2.18251573101442e-11,-2.61263992897474e-11,3.95525985076192e-12,-6.57952743808947e-12,3.95525985076164e-12,5.15135958038274e-09,-5.15870369250436e-06,8.43815119390935e-09,-1.51635519440069e-09
42810.8108108108,-1.54043826496065e-08,4.42735585814848e-11,1.50332042549921e-11,2.35613391563058e-11,-2.01676308593484e-11,-2.19671067824186e-11,1.5033204254992e-11,-2.19671067824188e-11,5.14708309164211e-09,-5.15918660931583e-06,8.81858321929555e-09,2.78292240816633e-09
43589.1891891892,-1.53918391712711e-08,1.66645898852027e-11,1.54070061995008e-11,-3.14127594011507e-12,9.03835353496389e-12,-2.01796502192365e-11,1.54070061995008e-11,-2.01796502192365e-11,5.10607379761523e-09,-5.15711982362407e-06,4.43309287199595e-09,3.77515839327719e-09
44367.5675675676,-1.53986546222773e-08,1.66704727545912e-11,-2.30961844973226e-11,-2.50576090219756e-12,8.99817781128509e-12,1.92625522631169e-11,-2.30961844973225e-11,1.9262552263117e-11,5.11437634135381e-09,-5.15732555288933e-06,3.52842756276609e-09,-1.64647701195823e-09
45145.9459459459,-1.54308431164559e-08,5.12450418891841e-11,-8.05164063861787e-12,3.3398034807647e-11,-1.54916440268949e-11,6.51550520011065e-12,-8.05164063861797e-12,6.51550520011052e-12,5.17181559010729e-09,-5.16166819625031e-06,8.17630691132529e-09,-7.28968364813787e-10
45924.3243243243,-1.54083096575865e-08,2.56046264324808e-11,3.4768287564591e-11,9.48993039034177e-12,4.03014635815546e-14,-2.90666164023273e-11,3.4768287564591e-11,-2.90666164023272e-11,5.13392986624212e-09,-5.15967174062228e-06,5.49539737867743e-09,5.34040898357581e-09
46702.7027027027,-1.53956776638152e-08,2.54555773855509e-12,-1.97550303773487e-11,-1.26773405583488e-11,1.70866275136333e-11,7.17852367569125e-12,-1.97550303773487e-11,7.17852367569124e-12,5.10540352540193e-09,-5.15709022010797e-06,1.1909441103026e-09,-2.09684967419759e-11
47481.0810810811,-1.54644754430774e-08,4.61903967020682e-11,2.09169944900824e-12,3.25065545018725e-11,6.53926546655529e-12,2.54061551128091e-12,2.09169944900824e-12,2.54061551128091e-12,5.18577267664401e-09,-5.16276634074561e-06,4.23387027808572e-09,6.48234872949738e-10
48259.4594594595,-1.53614093694804e-08,-1.32719276154094e-11,9.30662999253489e-11,-2.56575740914226e-11,9.96130403400665e-12,-3.61235545893717e-11,9.30662999253492e-11,-3.61235545893715e-11,5.08027943394163e-09,-5.15046988118559e-06,-2.41927541763754e-09,5.55651519845891e-09
49037.8378378378,-1.52455960046407e-08,-4.28320860248434e-11,-1.37726112049037e-10,-5.71783139720452e-11,1.75725239318835e-12,6.03672930016918e-11,-1.37726112049037e-10,6.03672930016919e-11,4.97510860595209e-09,-5.14429758110233e-06,-9.46857441308294e-10,-2.68591965749451e-08
49816.2162162162,-1.56173696269137e-08,1.673623412448e-10,-2.61502772006739e-10,1.56661172779265e-10,1.9855766748269e-11,7.69999039207336e-11,-2.61502772006739e-10,7.69999039207337e-11,5.32725302265618e-09,-5.19971290174815e-06,2.99461921721554e-08,-3.6012698019951e-08
50594.5945945946,-1.57885674788335e-08,1.64236981792653e-10,2.29765059205891e-10,1.67920105439914e-10,7.55070446192987e-11,-9.9616940361356e-11,2.29765059205891e-10,-9.9616940361356e-11,5.43551183596772e-09,-5.21927990065752e-06,2.86211743189744e-08,3.57162276967446e-08
51372.972972973,-1.52023837073089e-08,-1.2643167393526e-10,3.23079956740871e-10,-1.17477045022428e-10,1.26313502436376e-11,-6.5348910482557e-11,3.23079956740871e-10,-6.5348910482557e-11,4.90960586855167e-09,-5.13594030640676e-06,-1.22321021393554e-08,4.91444703160352e-08
52151.3513513514,-1.51418320995966e-08,-4.54482315957001e-11,-2.62061156362649e-10,-4.53431166615319e-11,-5.68852268729713e-11,1.10512678478775e-10,-2.62061156362649e-10,1.10512678478775e-10,4.92114084643615e-09,-5.12396023233914e-06,-4.19374414903594e-09,-3.06487670107754e-08
52929.7297297297,-1.57428012682165e-08,1.81975466962389e-10,-1.49580714555351e-10,1.8394953956085e-10,4.006977240105e-11,5.99532082363905e-12,-1.49580714555351e-10,5.99532082363888e-12,5.42219191390303e-09,-5.20306294598287e-06,2.54709195317631e-08,-1.95906508640424e-08
53708.1081081081,-1.55227491089957e-08,-8.10272294276329e-12,3.0726811143225e-10,3.25193570076829e-12,5.93397612805323e-11,-1.02007796620511e-10,3.0726811143225e-10,-1.02007796620511e-10,5.17823527383328e-09,-5.17667450474571e-06,1.61872572128431e-09,4.09116908506061e-08
54486.4864864865,-1.51526505441347e-08,-1.26533176460462e-10,-4.78552153961607e-11,-1.18881423447755e-10,-2.34904973930125e-11,3.64829002585382e-11,-4.78552153961606e-11,3.64829002585383e-11,4.89225162674473e-09,-5.12512230172995e-06,-1.51667403313806e-08,-3.65029938060573e-09
55264.8648648649,-1.55626164569164e-08,6.63596748235829e-11,-1.90013124406624e-10,7.12154089361323e-11,1.2370246646447e-11,6.87018558151115e-11,-1.90013124406625e-10,6.87018558151114e-11,5.26665420940591e-09,-5.17535870968538e-06,9.33766088894677e-09,-2.85018716027274e-08
56043.2432432432,-1.54924908141712e-08,8.8420893981748e-11,1.71796605175311e-10,9.88008138439321e-11,1.0782705229762e-11,-3.69241509705441e-11,1.71796605175311e-10,-3.69241509705441e-11,5.19393460998445e-09,-5.17596987385449e-06,1.43249269805402e-08,1.18645805980281e-08
56821.6216216216,-1.523603566248e-08,-2.66743403512308e-11,-1.41408073802741e-10,-1.70666427666034e-11,9.4547747150223e-13,-3.60087915254289e-11,-1.41408073802741e-10,-3.60087915254289e-11,4.94462023815474e-09,-5.15487080067255e-06,-2.94927177099915e-10,-2.33232178310639e-08
57600,-1.58570455205734e-08,-5.22306983452297e-11,-2.75667626865461e-10,-3.62484653198943e-11,1.54549000852396e-10,1.03429868915634e-11,-2.7566762686546e-10,1.03429868915635e-11,5.41158843311407e-09,-5.23402012036221e-06,-5.33944560170401e-09,-3.17750256290367e-08
58378.3783783784,-1.58224341460044e-08,-3.19255504623989e-11,3.81831514536138e-10,2.21676777414981e-12,1.21682289315939e-10,3.15973501035093e-11,3.81831514536138e-10,3.15973501035093e-11,5.40808852201329e-09,-5.22202574986095e-06,-3.00571944842081e-09,5.45439589265572e-08
59156.7567567568,-1.49945608322241e-08,3.52291624017127e-11,2.24484304239866e-10,6.9217414494854e-11,-9.199378999338e-11,1.47007503232732e-11,2.24484304239865e-10,1.47007503232733e-11,4.78950720628613e-09,-5.11139291239586e-06,6.23927111605816e-09,3.15500090823207e-08
59935.1351351351,-1.53310525017744e-08,1.11950198187046e-11,-4.18260892908336e-10,3.45849292501313e-11,-1.51793825125802e-11,-3.59732629738267e-11,-4.18260892908336e-10,-3.59732629738268e-11,5.04458398912444e-09,-5.15479336400925e-06,3.45530523519884e-09,-5.42848832594159e-08
60713.5135135135,-1.59506530761421e-08,-8.14973875871061e-11,-5.00832284384296e-11,-4.93128689323691e-11,1.39140021497505e-10,6.51300207387011e-13,-5.00832284384288e-11,6.51300207386868e-13,5.50771803703754e-09,-5.23871375211703e-06,-8.82337789086861e-09,-7.67228399316596e-09
61491.8918918919,-1.55186602223198e-08,-1.6479949612568e-11,3.10778833314699e-10,2.73378697092476e-11,5.18818394211216e-11,3.62766990310732e-11,3.10778833314699e-10,3.62766990310733e-11,5.16010553766818e-09,-5.18439558454815e-06,-1.61538714444213e-09,4.43948630399107e-08
62270.2702702703,-1.52824282857828e-08,4.85128097435551e-12,-1.77972991943769e-13,4.59184166504263e-11,-3.45499380514369e-11,-2.56387923904483e-11,-1.77972991943669e-13,-2.56387923904483e-11,5.00503112740916e-09,-5.14400867824099e-06,2.1073953071138e-09,8.47882546217589e-09
63048.6486486486,-1.54477072382581e-08,-5.58626830817451e-11,1.18045363824201e-12,-1.91684327907185e-11,-4.32283002180001e-11,7.75286634970446e-12,1.18045363824162e-12,7.7528663497046e-12,5.17498420681201e-09,-5.15653627912712e-06,-3.05623138998134e-09,3.00091918155889e-11
63827.027027027,-1.5295264110621e-08,5.31760946000544e-11,2.30324383977908e-12,8.51243424848655e-11,-2.89231482951982e-11,3.93879276143128e-11,2.3032438397787e-12,3.9387927614313e-11,5.00384819772805e-09,-5.14501559283857e-06,8.97626021354241e-09,-1.15892030149076e-08
64605.4054054054,-1.55061945556337e-08,7.51038450791004e-12,-3.0966732637487e-10,3.61369097228107e-11,5.9266333710422e-11,-8.83191249656195e-11,-3.0966732637487e-10,-8.83191249656197e-11,5.12171725346999e-09,-5.18720412888942e-06,-2.88141631941097e-09,-5.07819925973833e-08
65383.7837837838,-1.58852234885732e-08,-2.39555202993598e-10,-5.3386178675537e-11,-2.00774115168636e-10,7.23461324112302e-11,-5.23231168941703e-11,-5.33861786755371e-11,-5.23231168941702e-11,5.48883023196801e-09,-5.2409656628835e-06,-3.70355845517743e-08,-7.62607133506394e-09
66162.1621621622,-1.55350105457011e-08,-1.27196343806582e-10,3.29082058344317e-10,-7.72673846262422e-11,-4.479450367299e-13,1.19267370326672e-10,3.29082058344317e-10,1.19267370326672e-10,5.21384811219055e-09,-5.19052358442717e-06,-2.01454066557757e-08,4.85132347894069e-08
66940.5405405405,-1.52498679731755e-08,8.85128006421641e-11,8.48821618270213e-12,1.35829593336569e-10,1.60505218926678e-11,2.53859609887345e-11,8.48821618270146e-12,2.53859609887349e-11,4.90704363891149e-09,-5.14673827820153e-06,1.04548159770007e-08,7.30714946318371e-09
67718.9189189189,-1.55661124871294e-08,-6.80278083425041e-11,-1.93476273118969e-10,-2.36148709973122e-11,2.62249461932746e-11,-9.70003023214768e-11,-1.93476273118969e-10,-9.70003023214768e-11,5.20715678304665e-09,-5.18405135308337e-06,-8.43642842499137e-09,-2.16913549132264e-08
68497.2972972973,-1.56287269490647e-08,-1.5522387356534e-10,1.06921341358074e-10,-1.06898426088453e-10,-2.47176883619753e-11,3.03219645135176e-11,1.06921341358074e-10,3.03219645135176e-11,5.31948665347613e-09,-5.19197638562433e-06,-1.94497995093752e-08,1.50830929618929e-08
69275.6756756757,-1.53748868923373e-08,1.91684769364771e-11,1.31809397087716e-10,6.71209662019596e-11,-1.00095684451544e-11,7.43625410273481e-11,1.31809397087716e-10,7.43625410273481e-11,5.04741961068883e-09,-5.15903827144778e-06,3.31055531796928e-09,1.77383471278301e-08
70054.0540540541,-1.54027968902958e-08,3.20591671016014e-11,-1.03533118629528e-10,7.50736634559703e-11,1.36073934996433e-11,-4.56382813622667e-11,-1.03533118629528e-10,-4.56382813622667e-11,5.04497250197514e-09,-5.16214008633202e-06,5.34407970753096e-09,-1.43283537317126e-08
70832.4324324324,-1.55589888817736e-08,-9.41600970112648e-11,-9.00095180051811e-11,-5.27463791694635e-11,-1.50455754490181e-11,-5.03914429322075e-11,-9.00095180051807e-11,-5.0391442932208e-11,5.22593819699994e-09,-5.18375799814878e-06,-1.20630838687829e-08,-1.49376748954936e-08
71610.8108108108,-1.55443966869528e-08,-9.82611389223618e-11,3.03398957327308e-11,-5.59375926303854e-11,-2.03510663306287e-11,1.71056271338188e-11,3.03398957327307e-11,1.71056271338191e-11,5.21531533269482e-09,-5.18421906853439e-06,-1.49342257915256e-08,7.20097849012675e-10
72389.1891891892,-1.54833709755166e-08,-5.02790984916284e-11,3.06918706102014e-11,-8.30325512034663e-12,-1.25271791429648e-11,1.34553100793338e-11,3.06918706102014e-11,1.34553100793339e-11,5.14446800835924e-09,-5.17692424249882e-06,-9.81914836877432e-09,3.06615243373373e-09
