TIME,ri_x,ri_y,ri_z,rb_x,rb_y,rb_z,vi_x,vi_y,vi_z,vb_x,vb_y,vb_z,e,h,a,rho,f,i,Omega,omega
167351.351351351,0.0492578722594162,10.9499444736641,-1000.32864380066,1000.38857416425,-1.4210854715202e-14,4.09672296086683e-14,-7.62910289535758e-06,-0.0720542588184187,-0.000723757709182338,-6.49696957342163e-05,0.072057864777102,5.23367099729651e-19,0.00141077517684764,72.0858646016852,999.304272627383,999.30228372548,-2.44916170070318,1.57084440419875,-1.57090268968564,0.867419458896248
168129.72972973,0.0434537978213447,-45.123538507605,-999.323306508315,1000.34154494672,-8.5265128291212e-14,4.57481275084604e-14,-7.21297838054892e-06,-0.0719858668852896,0.00330635531301526,-5.58421283266041e-05,0.0720617370756929,-1.23282733797107e-17,0.0012848577202427,72.086349397843,999.317374637808,999.315724905366,-2.4949636310648,1.57084423509437,-1.57089432626065,0.969290743115465
168908.108108108,0.0381175911217023,-101.056034358753,-995.183972351581,1000.30168567225,1.70530256582424e-13,-1.90680804479371e-14,-6.47113871010652e-06,-0.0716920140480706,0.00732675485369851,-4.65445696943394e-05,0.0720654153560056,-5.42180495581557e-18,0.0011594283299221,72.0871564592832,999.339444614003,999.338101227918,-2.55140303713109,1.57084330707074,-1.57088178855533,1.08180490438826
169686.486486486,0.0333515833183313,-156.672213597106,-987.92314919026,1000.26912995041,-1.13686837721616e-13,1.13728471085039e-14,-5.84197956620525e-06,-0.0711732997304977,0.0113247373496132,-3.70819833620094e-05,0.0720686265279159,-1.16739139581772e-17,0.00104235927717944,72.0880223537993,999.36319483671,999.362109015744,-2.62585141632201,1.57084195182386,-1.5708711482252,1.21233275517326
170464.864864865,0.028838623031277,-211.797639131348,-977.563183282639,1000.24397927854,8.5265128291212e-14,2.89074320036775e-14,-5.92375028953738e-06,-0.0704314288936455,0.0152877688063798,-2.75430302362819e-05,0.0720715014936574,-6.1523179332632e-18,0.000933820911604808,72.089085446595,999.392456208335,999.391584716631,-2.72034719600638,1.57084190625723,-1.57087053999882,1.36291196808334
171243.243243243,0.0238139230113244,-266.259666495867,-964.136011830505,1000.22620435481,-1.70530256582424e-13,4.95645191556093e-14,-7.1839409407611e-06,-0.0694693355223224,0.0192038098895271,-1.81986254463064e-05,0.0720747848599296,-7.39438587129323e-18,0.000818748063096003,72.0910884901368,999.447792996052,999.447123017833,-2.82834160717166,1.57084580768363,-1.5708860601901,1.52699333563941
172021.621621622,0.0175103102569052,-319.888376744436,-947.68266458928,1000.21548010708,0,-3.11695114163513e-14,-8.93838157552966e-06,-0.0682909146405798,0.0230614653687383,-9.47923313905641e-06,0.0720796795042769,-9.36056110010727e-18,0.000666976452125904,72.0952112413349,999.561883880514,999.561439217826,-2.94324957752457,1.57085257296449,-1.57090821960644,1.69799218197955
172800,0.0102757068744283,-372.516724118371,-928.253207796702,1000.21134148656,5.6843418860808e-14,-1.04569131131882e-14,-9.32864208744545e-06,-0.0668993895367257,0.0268485637256193,-1.1238256479168e-06,0.0720858778144221,-6.58991632963846e-19,0.000486405504643234,72.1011125509992,999.725319427607,999.725082902279,-3.10955111255162,1.57085405841044,-1.57091260036832,1.92038942927451
173578.378378378,0.00332294701278124,-423.979906597388,-905.907800271685,1000.21392901842,0,-5.60662627435704e-15,-8.50226630034083e-06,-0.0652977318025518,0.0305516635068738,7.93422290133738e-06,0.072091594037945,-1.34208135327708e-17,0.000343161028328717,72.1070165218936,999.888931532687,999.888813786275,2.81521646956562,1.57084932816925,-1.57090173606287,2.33490763223458
174356.756756757,-0.00308543639619059,-474.116182994138,-880.716479145055,1000.22381076643,-5.6843418860808e-14,-3.38271077815477e-14,-8.03787225900815e-06,-0.063490922014474,0.0341593044671316,1.74073687886252e-05,0.0720968447403707,-6.5437530340131e-18,0.000294991809904194,72.112980790449,1000.05431750252,1000.05423047763,2.18307754581079,1.57084645630106,-1.57089595494588,3.02315089420103
175135.135135135,-0.00918617759635373,-522.767942570535,-852.757542331174,1000.24084493012,-5.6843418860808e-14,1.52100554373646e-14,-7.65507749741367e-06,-0.0614841331451063,0.0376609842833195,2.62391365414005e-05,0.0721016486351146,-3.05969476371935e-18,0.000364421423782652,72.1190139516416,1000.22170463186,1000.22157179944,1.62369519088291,1.57084398447572,-1.57089163987816,-2.64454449306592
175913.513513514,-0.0153657236347666,-569.781594837209,-822.117912256864,1000.26442889114,-1.13686837721616e-13,3.57353036051222e-14,-8.64724766147563e-06,-0.0592831336144239,0.0410456398518679,3.40737982835737e-05,0.0721057098692333,-7.31031785127824e-18,0.000486867543303405,72.1247767021391,1000.38166296383,1000.38142583335,1.32818122304891,1.57085200966148,-1.57090363739651,-2.29292076491748
176691.891891892,-0.0229240189719975,-615.009191160535,-788.891581062967,1000.29307325877,1.70530256582424e-13,-6.10900219299992e-14,-1.03096956801351e-05,-0.0568963778014171,0.0443063324711615,3.88914556316775e-05,0.0721127415767227,2.28614192463936e-18,0.000638062164304936,72.1338758928953,1000.63426340686,1000.63385602531,1.00755013623995,1.57086614508622,-1.57092315917795,-1.9161773392487
177470.27027027,-0.0295275662734696,-658.30900974478,-753.178983173533,1000.32461425147,0,-8.45573611130135e-14,-5.13775529781082e-06,-0.0543307640128296,0.0474306208776964,4.26709521167204e-05,0.0721213832413656,-1.46123771313207e-17,0.000851485619145789,72.1447948702012,1000.93753856585,1000.93681285835,0.768802578816001,1.57082097133607,-1.57086937655723,-1.62131254171336
178248.648648649,-0.0296867703749854,-699.544372809957,-715.094873009877,1000.36143858927,-5.6843418860808e-14,4.41868763800812e-14,4.34652221571122e-06,-0.0515934008416821,0.0503966603939506,5.34603167375303e-05,0.0721228088066491,1.57971644662927e-18,0.00101196783493479,72.1488767729183,1001.05110584642,1001.0500806911,0.822689746940396,1.57073295468422,-1.57077398324996,-1.6190800245489
179027.027027027,-0.0247561307005156,-738.585412938792,-674.766971140627,1000.40935529469,-1.70530256582424e-13,7.85621567800376e-14,6.74475156856357e-06,-0.0486941516328522,0.0531959773657649,6.98727977181957e-05,0.0721174567939413,-9.99498877760074e-19,0.00113372873103493,72.1469784567191,1000.99869055417,1000.99740392967,1.02573182846564,1.57071057055057,-1.57075149873555,-1.76600669603861
179805.405405405,-0.0214096683822743,-775.30945351969,-632.325142097306,1000.46980689262,1.13686837721616e-13,-5.72545483246145e-14,2.54456520786127e-07,-0.0456412455971567,0.0558275099304689,8.49111348827161e-05,0.072109825647137,-1.28547837657681e-17,0.0012563121454656,72.1437033402515,1000.90810507007,1000.90652531658,1.21593949264803,1.5707800475297,-1.57081066414065,-1.90010715069281
180583.783783784,-0.0280299537930787,-809.599534223932,-587.900956168519,1000.53932499685,5.6843418860808e-14,-1.22166166072191e-13,-1.99695386003636e-05,-0.042440775156082,0.0582911896195865,9.05374155651048e-05,0.0721046072375029,4.47233396150271e-19,0.00130700224665132,72.1434950545739,1000.90245569829,1000.90074590179,1.2907735314776,1.57100393686812,-1.57098170748021,-1.91884340974015
181362.162162162,-0.0534725290449628,-841.341040932946,-541.618865988232,1000.60269138746,1.13686837721616e-13,-3.62210261783957e-14,-4.20398656656219e-05,-0.0390929240778154,0.0606032156827512,6.65985929894641e-05,0.0721179852465501,3.57109090562413e-18,0.0012196390896596,72.1614501351389,1001.40050606551,1001.39901646272,0.85988402862085,1.57125750749372,-1.57115677125464,-1.43185776976919
182140.540540541,-0.081952993467756,-870.423874368934,-493.601937440759,1000.64009535546,-5.6843418860808e-14,-1.30881416815498e-13,-2.25300753066355e-05,-0.0356164244439312,0.0627376864611822,3.39227005086186e-05,0.0721425418842901,-1.26902476157639e-17,0.00158646072819197,72.1887199902815,1002.15854033562,1002.15601804524,0.301385131967432,1.57102755188089,-1.57102160341159,-0.817248674901202
182918.918918919,-0.0832004028850851,-896.766983935036,-444.016038839782,1000.67041184659,1.13686837721616e-13,8.87623308187813e-14,1.47497417264568e-05,-0.0320596226919164,0.0646278123557257,5.41883507582837e-05,0.0721427114697836,-9.91028548287531e-19,0.00172292100139898,72.1910767981979,1002.22443069131,1002.22145563141,0.451857331110554,1.57057615477698,-1.57078009124405,-0.91160118876073
183697.297297297,-0.0747268581842112,-920.30954953714,-393.049978592773,1000.72871360081,5.6843418860808e-14,-1.82954779798239e-13,-2.81117596539129e-06,-0.0284104758673152,0.0662968017267638,8.84115314957676e-05,0.0721277564430569,-7.52641713194649e-19,0.00171162529602939,72.180316920173,1001.92565659049,1001.92272128781,0.799480745378531,1.57080275689253,-1.57088027051556,-1.20311568816805
184475.675675676,-0.0894028041984075,-940.957396919347,-340.849555897371,1000.78931377465,-5.6843418860808e-14,-1.41969769273942e-14,-2.61163772084139e-05,-0.0246216478163167,0.0678004824660538,5.81137638074117e-05,0.0721327128886472,-4.85858098545067e-18,0.00160835791646816,72.1896482325329,1002.18438322287,1002.18179075709,0.5254611115948,1.57110624871393,-1.57100360456981,-0.872995614783148
185254.054054054,-0.0970785930675589,-958.622564041959,-287.557016229385,1000.82279515276,0,-1.29764254896969e-13,1.34505149529132e-05,-0.0207677710007137,0.0690896657995363,4.1200531185899e-05,0.0721434731355671,-8.81930704681178e-18,0.00181612807999296,72.2028324355661,1002.55119360479,1002.54788686893,0.320454116360481,1.57058982418655,-1.57083565125864,-0.611882441062399
186032.432432432,-0.0746298836679024,-973.290277222295,-233.359682407983,1000.87497255083,1.4210854715202e-13,-9.91984272502577e-14,3.16596204803003e-05,-0.0169156159520148,0.0701284335459317,9.85669531421707e-05,0.072139632252525,2.09386544561263e-18,0.00215857551843963,72.2027524505729,1002.55033699272,1002.54566566129,0.686762372429032,1.57035207209253,-1.5707664885646,-0.922083938000114
186810.810810811,-0.064395378195021,-984.932474967801,-178.438632453173,1000.96569868539,0,-7.48290318597356e-14,-7.67096036105615e-06,-0.0129769322188614,0.0709543946150371,0.000120281164774286,0.0721312170719749,-6.21976293168833e-18,0.00226248692712729,72.2008740934765,1002.49863545685,1002.49350381962,0.830339214215563,1.5708893966311,-1.57087856860788,-1.00956364575377
187589.189189189,-0.0765930720350623,-993.467621595047,-122.957193134247,1001.0476474013,1.13686837721616e-13,6.84868828315643e-15,-1.44487576233412e-05,-0.0089488236582614,0.0715634434417696,9.10321562977677e-05,0.0721207307507566,-3.69814584771228e-18,0.00182543367774507,72.1962878469073,1002.36948988711,1002.36614978336,0.764773065438796,1.57098565723646,-1.57089685610214,-0.88791254473409
188367.567567568,-0.0828432245083755,-998.867920670905,-67.0916614112849,1001.11858480369,-8.5265128291212e-14,-2.01430018498261e-13,-7.23001108537408e-06,-0.00492948286061063,0.0719432338759912,9.70032994608849e-05,0.0721118530093463,1.72879424534603e-18,0.00176544628766193,72.1925162322885,1002.2645469259,1002.26142306716,0.867659804878196,1.57089070571739,-1.57088560312581,-0.934726769040307
