TIME,theta1,theta1Dot,theta1Ddot,theta2,theta2Dot,theta2Ddot,theta3,theta3Dot,theta3Ddot,omega_x,omega_y,omega_z,Omega_x,Omega_y,Omega_z
391425.03375815,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391435.033886753,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391445.034015355,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391455.034143958,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391465.03427256,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391475.034401163,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391485.034529765,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391495.034658368,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391505.03478697,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391515.034915572,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391525.035044175,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391535.035172777,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391545.03530138,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391555.035429982,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391565.035558585,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391575.035687187,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391585.03581579,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391595.035944392,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391605.036072995,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391615.036201597,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391625.0363302,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391635.036458802,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391645.036587405,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391655.036716007,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391665.03684461,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391675.036973212,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391685.037101815,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391695.037230417,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391705.03735902,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391715.037487622,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391725.037616224,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391735.037744827,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391745.037873429,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391755.038002032,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391765.038130634,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391775.038259237,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391785.038387839,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391795.038516442,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391805.038645044,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391815.038773647,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391825.038902249,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391835.039030852,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391845.039159454,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391855.039288057,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391865.039416659,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391875.039545262,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391885.039673864,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391895.039802467,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391905.039931069,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391915.040059672,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391925.040188274,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391935.040316876,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391945.040445479,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391955.040574081,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391965.040702684,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391975.040831286,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391985.040959889,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
391995.041088491,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392005.041217094,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392015.041345696,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392025.041474299,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392035.041602901,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392045.041731504,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392055.041860106,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392065.041988709,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392075.042117311,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392085.042245914,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392095.042374516,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392105.042503119,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392115.042631721,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392125.042760324,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392135.042888926,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392145.043017529,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392155.043146131,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392165.043274733,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392175.043403336,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392185.043531938,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392195.043660541,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392205.043789143,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392215.043917746,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392225.044046348,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392235.044174951,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392245.044303553,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392255.044432156,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392265.044560758,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392275.044689361,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392285.044817963,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392295.044946566,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392305.045075168,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392315.045203771,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392325.045332373,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392335.045460976,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392345.045589578,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
